mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02493758201599121,0.0024994032386598366,0.003824472427368164,0.0005578433929686346,100.0,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.5918367346938775,0.6458333333333334,0.5625,0.5833333333333334,0.5625,0.5892006802721089,0.030576084084638022,61
0.02466616630554199,0.0005800853399330668,0.003759479522705078,0.0002809694564061458,10.0,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.5918367346938775,0.6458333333333334,0.5625,0.5833333333333334,0.5625,0.5892006802721089,0.030576084084638022,61
0.021930456161499023,0.0018753660016015373,0.003160905838012695,0.0007321491081232763,1.0,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.5714285714285714,0.5833333333333334,0.5625,0.5833333333333334,0.5625,0.5726190476190476,0.009335944726998899,63
0.014713573455810546,0.0009300884285751973,0.00225977897644043,0.00013373470863716966,10.0,0.01,poly,"{'C': 10, 'gamma': 0.01, 'kernel': 'poly'}",0.5714285714285714,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5476190476190476,0.011904761904761906,64
0.01422896385192871,0.0008941123138431265,0.0022689342498779298,3.68399833574017e-05,1.0,0.001,poly,"{'C': 1, 'gamma': 0.001, 'kernel': 'poly'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
0.011779689788818359,0.00028461820810732216,0.0022768497467041014,0.00011629709306574286,0.1,0.01,poly,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'poly'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
0.014370393753051759,0.0009102563994273126,0.002386331558227539,0.0001458651803590331,1.0,0.01,poly,"{'C': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
0.013625717163085938,0.0008004943413682542,0.0021719932556152344,4.034419977717214e-05,0.1,0.001,poly,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
0.02519197463989258,0.0016984730766893446,0.004335546493530273,0.0003043614863455555,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
0.012774133682250976,0.00020124079432053582,0.002305889129638672,9.359666031435098e-05,10.0,0.001,poly,"{'C': 10, 'gamma': 0.001, 'kernel': 'poly'}",0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5435374149659863,0.0037414965986394483,65
